name,company_founded,company_relationship,company_type,demographics_gender,location_region,wealth_type,wealth_how_category,wealth_how_industry,wealth_how_inherited
Teddy Sagi,1999,founder,new,male,Middle East/North Africa,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Teh Hong Piow,1966,founder,new,male,East Asia,self-made finance,Financial,Money Management,not inherited
Terence Matthews,1972,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Terrence Pegula,1983,founder,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Terry Gou,1974,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Tetsuro Funai,1961,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Thaksin Shinawatra,1986,founder,new,male,East Asia,privatized and resources,Financial,Diversified financial,not inherited
"Theo Albrecht, Jr.",1913,Relation,new,male,Europe,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Theo Mueller,1896,relation,new,male,Europe,executive,Traded Sectors,Consumer,not inherited
Theo and Karl Albrecht,1913,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Theodore Arison,1972,relation,new,female,Middle East/North Africa,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Theodore Rachmat,1998,founder,new,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Theodore Waitt,1985,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Thomas Bailey,1969,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Thomas Bruch,1828,relation,new,male,Europe,inherited,Non-Traded Sectors,"Retail, Restaurant",5th generation or longer
Thomas Flatley,1958,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Thomas Frist,1968,founder/relation,new,male,North America,founder non-finance,New Sectors,Technology-Medical,not inherited
"Thomas Frist, Jr.",1968,founder/relation,new,male,North America,founder non-finance,New Sectors,Technology-Medical,not inherited
Thomas Kaplan,1993,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Thomas Lee,1974,founder,new,male,North America,self-made finance,Financial,Private equity/leveraged buyout,not inherited
Thomas Meyer,1984,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Thomas Peterffy,1977,"founder, chairman, ceo",new,male,North America,self-made finance,Financial,Money Management,not inherited
Thomas Pritzker,1957,relation,aquired,male,North America,inherited,Financial,Real Estate,father
Thomas Sandell,1988,founder,new,male,Europe,self-made finance,Financial,Hedge funds,not inherited
Thomas Schmidheiny,1912,relation,new,male,Europe,inherited,Non-Traded Sectors,Constrution,4th generation
Thomas Secunda,1981,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
Thomas Siebel,1993,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Thomas Steyer,1986,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Thomas Straumann,1954,relation,new,male,Europe,inherited,Traded Sectors,Consumer,3rd generation
Thomas Struengmann,1986,founder,new,male,Europe,founder non-finance,New Sectors,Technology-Medical,not inherited
Thomas and Raymond Kwok,1963,Relation,new,male,East Asia,inherited,Financial,Real Estate,father
Thongma Vijitpongpun,1993,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Tian Ming,1990,owner,new,male,East Asia,executive,Traded Sectors,Non-consumer industrial,not inherited
Tilman Fertitta,1980,founder,aquired,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Timothy Boyle,1938,relation,new,male,North America,inherited,Traded Sectors,Consumer,3rd generation
Timothy Headington,1978,founder,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Timur Kulibaev,1923,owner,privatization,male,South Asia,privatized and resources,Financial,Money Management,not inherited
Tiong Hiew King,1976,founder,new,male,East Asia,privatized and resources,Resource Related,Mining and metals,not inherited
Todd Wagner,1995,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
Toichi Takenaka,1610,relation,new,male,East Asia,inherited,Non-Traded Sectors,Constrution,5th generation or longer
Tom Benson,1962,founder,new,male,North America,founder non-finance,0,Other,not inherited
Tom Golisano,1971,founder,new,male,North America,founder non-finance,0,Other,not inherited
Tom Gores,1995,founder,new,male,North America,self-made finance,Financial,Private equity/leveraged buyout,not inherited
Tom Love,1964,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Tong Jinquan,1992,chairman,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Tony Tan Caktiong,1978,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Tor Peterson,1974,employee,new,male,North America,privatized and resources,Resource Related,Mining and metals,not inherited
Torbjorn Tornqvist,1997,founder,new,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Tory Burch,2004,founder,new,female,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Trevor Rees-Jones,1994,founder,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Tsai Cheng-da,1962,relation,new,male,East Asia,inherited,Financial,Money Management,father
Tsai Eng-Meng,1962,relation,new,male,East Asia,inherited,Traded Sectors,Consumer,father
Tsai Hong-tu,1962,relation,new,male,East Asia,inherited,Financial,Money Management,father
Tsai Ming-Kai,1997,ceo,new,male,East Asia,executive,New Sectors,Technology-Computer,not inherited
Tsai Wan-Tsai,1961,founder,new,male,East Asia,self-made finance,Financial,Money Management,not inherited
Tsai Wan-lin,1962,founder,new,male,East Asia,self-made finance,Financial,Hedge funds,not inherited
Tseng Shin-Yi,1949,founder,new,male,East Asia,founder non-finance,Traded Sectors,Non-consumer industrial,not inherited
Tu Jianhua,0,chairman,new,male,East Asia,executive,Traded Sectors,Consumer,not inherited
Ty Warner,1986,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Uday Kotak,1985,founder,new,male,South Asia,self-made finance,Financial,Money Management,not inherited
Vadim Moshkovich,1995,founder,new,male,Europe,privatized and resources,Traded Sectors,Consumer,not inherited
Vadim Novinsky,1995,owner,new,male,Europe,privatized and resources,Resource Related,Non-consumer industrial,not inherited
Vagit Alekperov,1990,founder,new,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Valery Kogan,1992,investor,new,male,Europe,self-made finance,Financial,Real Estate,not inherited
Vanich Chaiyawan,1942,Chairman,new,male,East Asia,self-made finance,Financial,Money Management,not inherited
Vasily Anisimov,1999,investor,new,male,Europe,privatized and resources,Resource Related,Mining and metals,not inherited
Venugopal Dhoot,1979,relation,new,male,South Asia,inherited,New Sectors,Technology-Computer,father
Verspieren family,1880,,new,,Europe,inherited,Traded Sectors,Non-consumer industrial,5th generation or longer
Vichai Srivaddhanaprabha,1989,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Victor Civita Neto,1950,relation,new,male,Latin America,inherited,Non-Traded Sectors,Media,3rd generation
Victor Fung,1906,relation,new,male,North America,inherited,0,Other,3rd generation
Victor Gradin,1944,owner,new,male,Latin America,executive,Non-Traded Sectors,Constrution,not inherited
Victor Pinchuk,1983,founder,new,male,Europe,privatized and resources,Resource Related,Non-consumer industrial,not inherited
Vikram Lal,1948,relation,new,male,South Asia,inherited,Traded Sectors,Consumer,father
Viktor Chernomyrdin,1989,founder,state owned enterprise,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Viktor Rashnikov,1925,general director,privatization,male,Europe,privatized and resources,Resource Related,Non-consumer industrial,not inherited
Viktor Vekselberg,1990,founder,new,male,Europe,privatized and resources,Resource Related,Mining and metals,not inherited
Vincent Bollore,1822,relation,new,male,Europe,inherited,Financial,Diversified financial,3rd generation
Vincent Lo,1971,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Vincent McMahon,1952,relation,new,male,North America,inherited,0,0,father
Vincent Smith,1992,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Vincent Tan,1985,founder,privatization,male,East Asia,privatized and resources,Financial,Diversified financial,not inherited
Vinod Khosla,1982,founder,new,male,North America,self-made finance,Financial,Venture Capital,not inherited
Viscount Rothermere,1896,relation,new,male,Europe,inherited,Non-Traded Sectors,Media,4th generation
Vito Rodriguez Rodriguez,1967,founder,new,male,Latin America,founder non-finance,Traded Sectors,Consumer,not inherited
Vivek Chaand Sehgal,1986,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Vladimir Bogdanov,1993,president,privatization,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Vladimir Gruzdev,1993,founder,new,male,Europe,self-made finance,Financial,Diversified financial,not inherited
Vladimir Iorich,2003,owner,new,male,Europe,privatized and resources,Resource Related,Mining and metals,not inherited
Vladimir Kim,1930,investor,privatization,male,South Asia,privatized and resources,Resource Related,Mining and metals,not inherited
Vladimir Lisin,1992,owner,aquired,male,Europe,privatized and resources,Resource Related,Non-consumer industrial,not inherited
Vladimir Potanin,1991,founder,new,male,Europe,privatized and resources,Resource Related,Mining and metals,not inherited
Vladimir Scherbakov,1996,founder,new,male,Europe,privatized and resources,Traded Sectors,Consumer,not inherited
Vladimir Yevtushenkov,1993,Chairman/founder,new,male,Europe,privatized and resources,Non-Traded Sectors,Media,not inherited
Von Siemens family,1847,,new,,Europe,inherited,Traded Sectors,Non-consumer industrial,not inherited
Vyacheslav Kantor,1961,president,privatization,male,Europe,privatized and resources,Traded Sectors,Consumer,not inherited
W. Herbert Hunt,1920,relation,new,male,North America,inherited,Resource Related,Energy,father
Wallace McCain,1956,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Walter Annenberg,1936,relation,aquired,male,North America,inherited,Non-Traded Sectors,Media,father
Walter Faria,1994,owner,aquired,male,Latin America,executive,Traded Sectors,Consumer,not inherited
Walter Frey,1926,relation,new,male,Europe,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Walter Haefner,1957,founder,new,male,Europe,founder non-finance,New Sectors,Technology-Computer,not inherited
Walter Kwok,1963,relation,new,male,East Asia,inherited,Financial,Real Estate,father
Walter Scott Jr,1884,former CEO,new,male,North America,executive,Non-Traded Sectors,Constrution,not inherited
"Walter Scott, Jr.",1884,former CEO,new,male,North America,executive,Non-Traded Sectors,Constrution,not inherited
Walter Thomas and Raymond Kwok,1963,Relation,new,male,East Asia,inherited,Financial,Real Estate,father
Walther Moreira Salles Junior,1926,relation,new,male,Latin America,inherited,Financial,Money Management,3rd generation
Wang Changtian,2000,chairman,new,male,East Asia,founder non-finance,Non-Traded Sectors,Media,not inherited
Wang Chuanfu,1995,founder,new,male,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Wang Jianfeng,2004,founder,new,male,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Wang Jianlin,1988,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Wang Jing,1995,chairman,new,male,East Asia,executive,Non-Traded Sectors,Media,not inherited
Wang Junmin,2000,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Medical,not inherited
Wang Kunxiao,1997,founder,new,male,East Asia,privatized and resources,Resource Related,Energy,not inherited
Wang Laichun,2004,chairwomen,new,female,East Asia,executive,New Sectors,Technology-Computer,not inherited
Wang Laisheng,2004,owner,new,male,East Asia,executive,New Sectors,Technology-Computer,not inherited
Wang Muqing,1999,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Wang Wei,1993,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Wang Wenjing,1988,chairman,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Wang Wenxue,1998,chairman,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Wang Wenyin,1994,owner,new,male,East Asia,privatized and resources,Resource Related,Mining and metals,not inherited
Wang Yong,1986,founder,new,male,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Wang Yue-che,1954,founder,new,male,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Wang Yung-Tsai,1954,founder,new,male,East Asia,founder non-finance,Traded Sectors,Non-consumer industrial,not inherited
Wang Yusuo,1992,founder,new,male,East Asia,privatized and resources,Resource Related,Energy,not inherited
